Unit Weight (kN/m³),Cohesion (kPa),Internal Friction Angle (°),Slope Angle (°),Slope Height (m),Pore Water Pressure Ratio,Reinforcement Type,Reinforcement Numeric,Factor of Safety (FS)
17.87038133174913,8.868818087564522,34.65375810407566,46.58495949773607,27.949166368879578,0.5482555638461766,Drainage,3,1.3020297019918587
21.16926918375742,42.94995597013719,43.61408158955632,24.35652791267085,15.713547905834632,0.0920815404689238,Geosynthetics,2,3.0
24.811861780274235,37.31027945484416,34.36490624260824,59.13650524289662,10.209696565756147,0.18967994945965994,Soil Nailing,1,3.0
21.318135270166685,47.46351517918227,23.097700764923665,44.22698702525429,14.506772292273563,0.537705391079373,Geosynthetics,2,3.0
17.598035810641598,36.20601076838122,24.271760845961886,28.640683858218026,9.38020098037845,0.963089447850655,Geosynthetics,2,3.0
21.340057030996114,47.31806175179835,44.72684940919618,14.851251953855602,17.403260852844554,0.027809975928758,Retaining Wall,0,3.0
20.399853797158556,29.953065006093425,38.13912993327169,19.068388013540496,49.8783879831859,0.9124430741568738,Retaining Wall,0,3.0
22.798453951511437,32.009837497788624,21.23196875072724,34.380388002757826,23.094151935862214,0.8986081700493908,Geosynthetics,2,3.0
16.069806388269583,48.96369745818174,37.594525125866625,34.73476774791833,43.87497761007546,0.8571786351865563,Soil Nailing,1,3.0
22.61027902502028,33.89581160889172,30.30432617024029,48.38593824106768,29.712996145807764,0.3775509286642442,Drainage,3,3.0
20.412665786761103,6.385395598733597,27.680209670579764,46.30883127861262,34.99623857001798,0.49082353720800265,Drainage,3,0.852713134169224
24.629920038589944,37.571124948373544,23.851519843263358,20.063651925890866,12.035658638775029,0.4035946393258726,Soil Nailing,1,3.0
18.41872166038686,45.7460911461837,40.99759886391414,39.74783102791325,17.366264033988895,0.9475861864288285,Retaining Wall,0,3.0
21.326218931339483,40.801111240744696,21.596034474727517,11.031090037144416,27.969954036301647,0.5213506197739061,Geosynthetics,2,3.0
24.320281055100175,31.27249726814402,27.24588655949101,29.92736996921667,44.65145454020783,0.080612608667043,Geosynthetics,2,3.0
16.02509727990679,35.208658089208235,27.65957234564261,48.205262028580286,6.929961614822307,0.27405984431117736,Geosynthetics,2,3.0
24.37228487236451,49.55863051632523,24.02263209908751,29.975429664358323,27.81139818045744,0.4620332129147543,Drainage,3,3.0
21.878857223008133,9.079793982920226,32.70462208217175,51.77981199007121,7.295549562879346,0.9535559323177945,Soil Nailing,1,1.0035573816381382
15.678370591051719,35.02601728849578,20.292565670272317,58.80776450626408,25.557020440217713,0.5689510906223058,Soil Nailing,1,3.0
18.009635669468164,17.752896255676724,27.52438788526023,40.36063013496829,33.29906716996866,0.6960726231680057,Geosynthetics,2,1.9411266088093277
22.081720886452814,33.80406784637765,43.340736100826604,17.25020381708783,38.51254361427383,0.08851984733382734,Geosynthetics,2,3.0
15.673506014687717,32.34306091477724,27.76323923355014,28.983860395270536,11.233940236728202,0.8773240459247479,Soil Nailing,1,3.0
20.821704601762733,11.905557444867293,29.01148467766879,10.474167753418758,12.495887755760664,0.5390182220137874,Drainage,3,1.7833544452012742
18.458830569529567,14.303599058310763,31.82912620585179,40.13629619203763,26.152921476130576,0.9212284125406086,Retaining Wall,0,1.6293536111687883
21.20915517767477,32.97333101194461,34.04233437128687,51.07842504868991,49.91164060905833,0.44547668539055596,Geosynthetics,2,3.0
15.457420338125129,10.770347628669835,40.2177161205186,41.49700394615215,21.022107604554353,0.6830839969449177,Soil Nailing,1,1.6611132622836235
23.715368061523762,16.933139380864528,24.75803057890044,49.30431145917249,24.238734231330962,0.470838593726967,Drainage,3,1.7901192125945924
24.73488969177397,42.58604964821011,41.79365942981393,49.995196363794335,24.46010342665482,0.14255792951431046,Retaining Wall,0,3.0
24.688778552856917,19.719117770073737,38.93873392859723,52.550628810873185,8.631536961069294,0.27204997795534147,Soil Nailing,1,2.608338297540879
22.49651831742925,26.96270703213483,38.06625836653888,23.33318914987771,39.83774653804979,0.06725729444118034,Geosynthetics,2,3.0
16.30086240130632,47.35131508156281,22.17011434286588,53.5634261410211,16.389568599174837,0.44026634291178013,Soil Nailing,1,3.0
22.582631959290225,15.221708997662583,20.541017249364618,42.704699923174545,36.665017559731396,0.6493415434613468,Drainage,3,1.4551537037826605
15.245869164588015,22.533170781110467,34.8503175227021,24.486277829724347,26.379044547601584,0.24371127580964924,Geosynthetics,2,3.0
15.221235515289973,32.29059989945955,41.57834906307903,59.36473574981306,32.530088399872284,0.490388058206604,Soil Nailing,1,3.0
18.236102191495412,38.99025182767875,34.6110366035159,57.50911968658345,7.428723642274831,0.458973334238163,Soil Nailing,1,3.0
19.88643190404666,45.57440240207173,25.33087163613827,38.72204916031997,45.04845579874548,0.5334204909033405,Geosynthetics,2,3.0
22.70407417807793,46.19628444080818,22.26299744873033,52.16041891997818,15.9735546238871,0.18458466702707854,Geosynthetics,2,3.0
21.832953766065053,39.94880334676803,37.489911320443376,23.074724435993584,35.15429243753766,0.5339840884068534,Drainage,3,3.0
19.459027063767483,15.27488764669897,38.04425693294524,30.8018498305445,40.910860042977276,0.36420555678717126,Geosynthetics,2,2.3055093857357076
17.73626666281666,6.116419851915461,24.313292517177715,19.198588037191683,29.30174227774387,0.28604184895904816,Drainage,3,1.087078264246029
24.97124500157711,22.269826866003072,20.704757887413408,36.0051321314624,20.18003099353809,0.5859820140236156,Soil Nailing,1,2.264098954520989
19.26181302235973,11.36969829445205,30.207087830579923,34.80007150358327,49.00565185164845,0.148036803501586,Geosynthetics,2,1.7218536403445766
19.513870243296754,36.967444134723415,34.56796755332555,20.64066129807832,17.529787097181302,0.9006586506074757,Drainage,3,3.0
16.63623821191669,34.75087640715726,37.65006023917978,43.64008468580488,47.68980517054717,0.934852812989715,Soil Nailing,1,3.0
22.948095487499295,6.9787238729654675,40.24862522882257,15.889514776270627,12.03008601581293,0.6606096897952822,Retaining Wall,0,1.5502932355969516
21.936822257814885,42.646720060892804,35.26343568266831,13.08457255348556,22.51499591850546,0.30315468960373326,Soil Nailing,1,3.0
17.207696127887605,16.1934469831032,22.772015214962124,29.245248433119304,11.232301286628601,0.626005870026414,Geosynthetics,2,1.7729564527979913
15.823810456158427,24.4502183970969,37.064541803560374,30.491238889235248,5.100821288316321,0.6015234665281477,Drainage,3,3.0
21.80499302074713,35.05701809550841,44.60441607237205,25.98703032632431,16.71163431784137,0.39125098162933647,Retaining Wall,0,3.0
21.54511214281135,24.3238454083514,42.6396146149351,22.89733187891252,8.924468041352963,0.28724724737330953,Drainage,3,3.0
17.73259526998209,24.857951125997452,41.79172273173782,26.938817250476518,49.385548539065624,0.168452952312233,Drainage,3,3.0
24.5086356225041,7.953259790108317,27.55425383395852,18.16877869760515,39.27439930783112,0.2173838400256506,Retaining Wall,0,1.423421399820572
16.510578917809003,23.064959716700173,38.76970441135002,30.17262345664387,5.166715834490397,0.6530299235485608,Retaining Wall,0,2.9705782557076326
19.32334801042602,39.418155194899256,41.27758614912864,55.230168675872186,15.064096317061646,0.885894331065791,Drainage,3,3.0
24.436159201675988,46.1829351733969,36.95815511578158,21.221344060441915,35.155590857767265,0.3849560549354558,Geosynthetics,2,3.0
19.197273169261223,23.60737116785173,26.26404391419951,44.22255521751752,22.93484509241395,0.12189948450183186,Retaining Wall,0,2.7330299528323994
21.385259476640854,24.06136220955855,43.84584929687396,17.08922551989197,42.43291533699023,0.012806301651249408,Geosynthetics,2,3.0
18.975943979627942,36.618219784564346,31.270485286466897,27.69533120051154,27.718735026907922,0.4059056550623854,Retaining Wall,0,3.0
17.7421520234867,47.424740049737444,23.245138966646984,26.058739027262813,34.41431388795931,0.2325669511864088,Drainage,3,3.0
24.83977647959828,17.01774231077121,22.7444473764348,56.85146972041639,31.866682891751626,0.32255556700884047,Retaining Wall,0,1.7301299962496968
19.09334006315043,24.806489294207157,36.187974682476145,31.399102790090446,33.71760052806354,0.24166987450579558,Drainage,3,3.0
23.940992036791343,40.81879595985355,30.94274116041848,44.5232971890692,15.354448422223104,0.6641476320747617,Retaining Wall,0,3.0
17.299546058910863,32.436210621831734,22.36209687947409,40.12314044856647,21.798024764278622,0.6385143008447924,Retaining Wall,0,3.0
17.131047040250834,9.976385478377964,38.509114303902365,17.05150376423807,7.278316378902112,0.9123045245108137,Retaining Wall,0,1.654608391403421
15.311340828845113,33.24797310030196,39.98312918146549,56.977022551530915,31.443643160969394,0.6997449148446736,Soil Nailing,1,3.0
21.51666825375885,13.40358280687971,38.135390769661285,27.293464592788162,25.6666307934099,0.16494138059483687,Retaining Wall,0,2.256132636784714
18.685263437237612,27.959717033528186,25.056521942100325,12.237917789182486,39.23222670585825,0.7515944293080459,Soil Nailing,1,3.0
23.64358249839637,28.809647044719732,37.244386399901735,25.022185342209383,14.287210907973895,0.18126786255243932,Geosynthetics,2,3.0
19.732099066915573,44.42915130012432,20.268070072359627,26.781686294116305,24.65654522305108,0.55860088594376,Geosynthetics,2,3.0
24.681934279147217,25.812242330559716,27.62780349196023,14.63726636893636,13.13354448758238,0.0770782094853929,Retaining Wall,0,3.0
16.855255157031213,17.57490900061524,29.970538285188596,40.99887031899714,32.62906513617989,0.04732505696764866,Geosynthetics,2,2.322857611227348
23.68623167955611,15.393485669721422,40.88117372213754,27.33821027707727,43.16136154301534,0.46422999262419606,Retaining Wall,0,2.39655725862719
22.765968527917416,44.341334450795124,29.759859326735107,41.456730316548544,39.444946180204326,0.10498356144250343,Soil Nailing,1,3.0
22.70921844644052,12.695488448820278,20.281736154734958,10.337028179453359,47.488908768389926,0.3066666048820813,Geosynthetics,2,1.688903132470952
23.44783228116888,24.164085239741468,28.808660295700236,59.10241994953763,48.727660183861595,0.338833378313356,Drainage,3,2.616256311845434
22.61023990942999,13.422790171712615,32.47310245898218,18.52581792723408,39.74152404118958,0.7694269190471347,Retaining Wall,0,1.854744127008093
21.262203216314155,39.79868180514689,43.72511966681934,42.96654933524682,17.906273842111638,0.3326801051796966,Retaining Wall,0,3.0
16.312448776823874,26.346768798857855,43.52585759473862,45.789215163975776,14.866761974689322,0.4943001849218318,Geosynthetics,2,3.0
15.32526179491252,20.801466075056542,24.52185095553529,18.580417487373804,25.139706554702464,0.7725859300005002,Geosynthetics,2,2.3254444994828423
24.20847847815687,21.249483828191007,24.62866354348629,15.585614105120928,49.72476625597043,0.20489830684988197,Geosynthetics,2,2.6875985397924937
21.16650314520738,43.34963930253407,24.08453641161376,17.62885959224043,23.57006093677199,0.8048973922379676,Retaining Wall,0,3.0
22.96537290976176,29.919827943249715,39.72304831035258,22.340912792247227,13.958078475752094,0.8317947969619663,Drainage,3,3.0
19.815223515125503,37.304053300906865,20.150551009210158,18.41160589964544,47.49542950024585,0.9888467951691842,Retaining Wall,0,3.0
16.173081889623944,45.366733231280804,23.179429954796934,43.69997134780408,22.366308991821025,0.44404767886430596,Retaining Wall,0,3.0
16.251857922025504,45.578375421828895,33.448990791102474,31.041660186303364,36.09044992524339,0.3706493286604362,Soil Nailing,1,3.0
21.855652872289713,19.78290744520384,26.18905167216914,36.88957972576816,40.466884037656406,0.702005270575211,Retaining Wall,0,2.131360701047402
19.303058948994625,47.86030684158734,22.30891145598155,12.366839440457913,42.942015592679034,0.05815111727078304,Retaining Wall,0,3.0
17.005247267003366,6.119414690657245,28.99695030834586,53.062448155036165,41.957617420525565,0.03975151152985534,Retaining Wall,0,1.0280062420286307
19.915945467414367,21.957600245727456,26.85519012650612,18.52857766030961,42.631108834999104,0.33499086346570683,Drainage,3,2.738151820453667
15.642089370751341,45.31094858789787,32.777607662857115,28.007616572754408,35.04440424100464,0.7295150881766029,Geosynthetics,2,3.0
20.819714019143987,17.35865959176423,44.4808398457549,13.59508199138835,23.1723981172607,0.11645444367810365,Retaining Wall,0,3.0
17.689934044350977,17.288665264459325,23.10761592037296,16.839656732416483,35.02790843287267,0.6355468482124358,Soil Nailing,1,2.012950399027982
22.975591006371882,18.618002828684993,29.318167620852357,43.28997049878307,42.6530450326961,0.2695052652996426,Soil Nailing,1,2.2714201992592593
18.103619589235738,32.554102318111504,43.299625446811866,44.629350112784444,20.778910908098947,0.6516746726855003,Geosynthetics,2,3.0
19.552201490818014,24.724974902645922,41.921826087345565,43.8482742312676,18.342859563141808,0.4569761238893253,Soil Nailing,1,3.0
15.116205399081007,37.70306763590042,29.856775869607013,37.6068393923011,20.466824769732355,0.11515167529470105,Soil Nailing,1,3.0
15.724468877945588,45.27097891540996,37.47383161299341,57.62608320059533,29.80775282132158,0.24728281476297287,Drainage,3,3.0
18.92493556406685,35.33897187242873,22.19642533953364,35.35885803842882,7.359974366627504,0.21971375389307546,Retaining Wall,0,3.0
19.799388347171234,14.201002408890897,37.813526388590375,32.47060146482232,40.053686855757796,0.16458459270897008,Retaining Wall,0,2.2735528095060604
21.000205481193035,46.970685606222595,44.32144323711854,22.377278285857173,11.248338130259086,0.468345448404777,Retaining Wall,0,3.0
17.916625787093032,16.902179300636533,33.43720382085479,14.942476463330632,10.977739555284446,0.9546655393169957,Retaining Wall,0,2.1780338564670085
21.949818861265427,11.745243289767116,32.462255675860355,37.40774649830894,13.894661271024725,0.6580888002909872,Retaining Wall,0,1.553477653043474
23.601223971892047,9.048527548743241,24.68296549254776,25.744509334641407,30.961734573762424,0.836002031498108,Soil Nailing,1,1.0521721621971145
22.7985098889335,30.352268329977452,35.844704972682294,36.20126915952576,17.85057691117802,0.9810801890314736,Drainage,3,3.0
15.396188253483572,10.119310811629331,34.760932019472875,20.305953913023984,21.564064804394853,0.5406226631935678,Retaining Wall,0,1.6972579444183387
19.80506947257829,11.244914785068385,36.298326486893764,51.90863361039557,46.924209994015754,0.23807007568637517,Soil Nailing,1,1.6963143207894875
16.04930178418175,18.50137162679735,20.652082167118046,59.98486048295345,43.12409809896433,0.9278110070435865,Geosynthetics,2,1.4747857932323423
17.420450158625275,17.674385435800872,33.71808720872684,26.120175506032474,43.34857398971521,0.6989839890717581,Soil Nailing,1,2.2806810342747785
24.866625932671464,32.190777964946406,34.87337108743432,52.11638036301649,30.993882499669454,0.9589412605470168,Drainage,3,3.0
16.42495542901513,41.753537576270666,25.188253385320053,53.64930681962037,43.99097662807163,0.6510319616555238,Retaining Wall,0,3.0
19.98888153451356,39.26073452913016,25.2083214372134,59.80368943785398,40.03546214032491,0.7751450100292716,Retaining Wall,0,3.0
21.18155734318119,16.811800462241454,26.905454212773748,27.13600648889897,47.8956561309978,0.8906361947788785,Retaining Wall,0,1.8613503577048414
22.02464970544104,16.038972409369094,37.79303979318094,47.802069685705284,7.896578225986199,0.7592493115200815,Drainage,3,2.006019881425847
20.59648683486914,48.46061885481354,35.15665158830929,21.44045018209927,6.292721014426979,0.5626457720127221,Geosynthetics,2,3.0
15.097708474191837,5.370630871638205,41.144066152945115,41.23980006460717,12.8763473325751,0.47192093226147247,Geosynthetics,2,1.26017349215185
18.26461308243992,44.58742398770971,27.391464296077455,45.242128473641884,46.8088169228589,0.8233773349128454,Soil Nailing,1,3.0
20.177116433847115,13.987783360508224,42.80170149720796,47.05603462675482,32.25042976794107,0.7719858128206885,Soil Nailing,1,1.9689484666131951
15.878664991448334,47.627794539039556,38.592654049583956,20.358608429223082,24.17506329628764,0.36643082393101645,Retaining Wall,0,3.0
18.506269312091806,20.403827817238387,29.875291750342424,52.43627852480974,28.07199776642683,0.4983319673421538,Retaining Wall,0,2.262697071149412
15.332031087913666,24.815829825196353,22.3815516406364,31.04859301962709,42.332206470245154,0.6349907558856923,Retaining Wall,0,2.599653395735065
15.785784971550207,36.82042762749714,26.42459156218706,20.818475886727754,46.80994981117658,0.028370219052147427,Soil Nailing,1,3.0
18.96923276201596,31.445107316296713,43.91920543037126,37.12655441859508,37.83644754399094,0.24756869993164632,Retaining Wall,0,3.0
16.327157540430605,19.307269836807027,27.759084397101983,53.167856480347105,39.193152482178334,0.2502143950713559,Soil Nailing,1,2.1992440345782867
20.67540848261558,29.92239121405206,28.24752400372661,58.35439548890569,19.41701198737271,0.8832315594813123,Soil Nailing,1,2.9086635202330466
21.894649691372656,37.88180979632988,24.739723277442927,47.410391086393716,26.016583787354264,0.33148775349629134,Drainage,3,3.0
23.005866991090826,6.905072565612144,40.171265028469136,10.281144313568122,44.83445870620247,0.5451433877979136,Retaining Wall,0,1.654166287142214
17.0015024424481,5.503968736506685,26.891105756056934,16.735038023297808,40.367034953265986,0.8315864670042281,Retaining Wall,0,0.8636234517841409
16.674825822590698,25.613012258280108,28.25645620922139,13.813699321943286,35.792191330760645,0.2596938125433359,Soil Nailing,1,3.0
16.045678403344002,10.932647801158138,30.358702710790666,15.060687149694237,7.936107614965419,0.12375707746686415,Soil Nailing,1,1.8927361269117946
21.364302495436366,34.895493115912146,30.843206994365243,29.151747800988755,6.777824875427969,0.9483598065084472,Soil Nailing,1,3.0
22.064757264869012,14.63236053023454,30.28351976037554,26.92466574143139,10.868492440129778,0.7046829360341629,Drainage,3,1.851098586271243
15.31586144825642,24.478299805805193,32.593592384368215,15.684249063415503,31.162599463902502,0.1770537656801413,Drainage,3,3.0
24.3621224624369,13.895192159342104,40.36282199041008,54.11176758071245,29.137408130351748,0.8197115540126597,Soil Nailing,1,1.7839731628010922
15.519712836514724,29.681761358710602,40.48212601855055,40.77137881661801,47.42108719461742,0.7871266133355852,Drainage,3,3.0
20.412963353010703,10.222405672305602,39.95782834408367,49.82316544782245,36.26418380195284,0.8375410974754858,Drainage,3,1.4371659754840487
22.090605194509166,6.039808375436611,22.528120977912188,28.577469442771545,18.22876778054417,0.27621257665422927,Geosynthetics,2,0.9310372207192372
23.709691237460856,7.300923714801373,39.99197008187035,30.511800814378393,12.267333221706378,0.448579673388971,Retaining Wall,0,1.5337501960375464
22.140869321324278,47.94162986818895,23.00629433716442,25.8810605268364,43.22899576977719,0.6936737432281136,Soil Nailing,1,3.0
23.01728083069792,11.402879837492112,23.11809425130645,31.921330604924556,25.68308466600609,0.390667574229405,Geosynthetics,2,1.3963440322954783
18.39450192542806,36.881521391157584,43.696569290874024,40.51886311775268,34.40612738339819,0.06997217221626584,Geosynthetics,2,3.0
23.148251137465124,8.05667919002718,40.48494611763853,34.64920039201208,30.43146229658613,0.13644975399543602,Drainage,3,1.7404492420061637
15.80114846384675,9.867215850583197,33.81026167170022,51.895850309422514,9.835535576148576,0.5971135050974303,Soil Nailing,1,1.2962150518053865
23.948166560605276,27.89943131342006,41.87425511194655,55.00695843049121,7.5676272656822166,0.3751681995986217,Drainage,3,3.0
20.475923761537363,25.919191856945464,44.73411606379657,33.48419266837996,21.965818537238608,0.0053801318097077555,Geosynthetics,2,3.0
23.172977699624937,47.82111392479413,35.266051665794436,21.987399017432473,21.269763389557294,0.766854526976098,Geosynthetics,2,3.0
19.523182845183,47.517595385933184,35.32246092453795,57.25962097296544,35.32091508360078,0.416703742795161,Geosynthetics,2,3.0
21.43577695196525,40.08238891441093,38.8606757289982,46.75193215254613,33.44901840955228,0.3137692854459324,Retaining Wall,0,3.0
20.26402660936113,32.094582355730736,25.80347380913332,42.00635430269399,48.60234178087975,0.7135191790510994,Soil Nailing,1,3.0
22.31589521755332,25.473214282685497,24.178121537969986,47.2706866811988,43.61447762472073,0.45510881898640343,Retaining Wall,0,2.6529975365623595
15.816299820305895,21.02803404477895,38.98951875037682,13.799089119846144,27.34621365988795,0.6948311093921872,Geosynthetics,2,2.9170475835959
15.603520839905638,47.6189396139,28.62261987485256,13.381316381883625,27.5011408653213,0.013198082381222553,Geosynthetics,2,3.0
17.471032340101466,32.13089651411085,23.37675890764835,17.65603262904937,35.33581531007125,0.00942011408482446,Geosynthetics,2,3.0
16.595446801131885,31.058263745869752,27.871943147943746,17.37254837202662,10.1340762247974,0.5599019304103781,Retaining Wall,0,3.0
23.717835665922017,15.435550479601169,28.965921696864385,31.033523742470223,49.99507540841266,0.9822120342285077,Drainage,3,1.7076445166499732
17.192139873580444,7.101401804830088,44.13069148764227,17.87020411426821,28.346364555963078,0.272357237918332,Soil Nailing,1,1.8662825699692365
24.758652558191315,47.5334860891795,37.44899277719808,52.726282213329824,45.945719325903646,0.6828935571666752,Drainage,3,3.0
18.368957917711068,19.118086648009424,33.27140793499335,38.90484654640129,48.53103505934936,0.17225754290268236,Drainage,3,2.5456783590520335
16.82117915688699,24.916506049600642,44.22182846706512,28.413094817512572,31.173923295601945,0.3115486317608338,Geosynthetics,2,3.0
22.89698507142479,10.158797461356809,42.57849351185452,13.481126911263354,9.65068913861489,0.07807489047520799,Retaining Wall,0,2.2613141488472603
21.58707775500876,42.66159484591814,32.800021415353996,39.55138979795626,30.800561378898703,0.8807931599568446,Drainage,3,3.0
19.98195716453139,6.243432478516878,42.641990884424516,15.826641029606316,31.893909672469405,0.31043740155316313,Retaining Wall,0,1.7322578329265272
20.553635509376313,42.52958429445934,30.107616451566415,47.16101252013031,40.51369115479989,0.23046644740299005,Retaining Wall,0,3.0
22.192017782722637,11.312825575458506,25.760516633915614,50.13790483719107,7.170317014770777,0.7306041784399004,Retaining Wall,0,1.1232853077511766
17.284547413312985,44.89538506840184,25.81695442055213,37.198812897992056,25.984191523779227,0.19944015561049278,Soil Nailing,1,3.0
24.96333916056742,37.83976868012708,36.55788811105317,17.480142957042872,46.52466162515659,0.24027536049838305,Drainage,3,3.0
24.74793162146783,12.41016181282873,32.52675801768193,49.343136187023276,49.6084585405394,0.10361625366071459,Geosynthetics,2,1.7800019598383465
21.503256863469367,30.461809678676065,36.473771175136164,25.3913894629667,13.612220544165694,0.9628719091948769,Geosynthetics,2,3.0
16.99542450929145,19.069534145984875,37.15189910655425,21.132657137672993,44.17695467307658,0.24763774952167894,Soil Nailing,1,2.8102046053460596
21.802282424312914,13.020489451021255,20.55807182244294,33.52783205092126,11.581275273378985,0.9956633028023826,Drainage,3,1.1542080339398195
15.721984089791759,43.66319897349988,21.35098980869756,56.13231206914589,42.852849555555366,0.17614944096847895,Geosynthetics,2,3.0
15.30652502205806,23.15852449282532,33.31694316478125,24.868664603726184,17.47749773604486,0.020651849978170045,Retaining Wall,0,3.0
17.576828885112135,22.934467146442213,24.775886944001922,55.27892504863102,48.18313697221141,0.8956936134442833,Geosynthetics,2,2.118673555569167
19.626229567393164,12.6449003662979,35.81334422011099,12.682665436991394,36.297353790528675,0.5800172518401155,Drainage,3,2.0414328970101843
23.682725054083804,22.23795542386004,33.804643479266204,14.17618525089734,22.959977062539178,0.3514099999841287,Retaining Wall,0,3.0
22.271690697663082,44.22275808479826,34.644008959272284,44.92805125676235,17.643799845867484,0.5133396624570512,Soil Nailing,1,3.0
22.42706521199981,21.340791972033617,27.561384495775265,19.529633072408778,15.585688736350042,0.2607269549074286,Geosynthetics,2,2.7271322055514022
19.254933344480754,47.82216031249046,35.99608765694742,25.83103415983127,35.63565471498133,0.6347588502816244,Geosynthetics,2,3.0
18.45934992546963,47.583900464377436,40.737315912125574,16.818649049028952,45.31059511595967,0.6164685583425663,Soil Nailing,1,3.0
18.710387629846025,11.520439668830571,44.95178133980593,26.61241345662742,38.97238863264547,0.08019228903968934,Drainage,3,2.3442163991238028
24.876495637360577,12.97900640851902,40.96110965430536,24.022999694623167,42.5656192107444,0.9106881006010767,Retaining Wall,0,1.9676969154153106
15.401091914124825,43.820333164935015,33.937468991998685,46.81688194944918,40.162269543554174,0.46052534222510844,Geosynthetics,2,3.0
23.670314961224484,22.674241351612363,24.835739791998915,45.10116940945219,49.06164499241087,0.19515413208222376,Drainage,3,2.546693368092233
20.786754085723935,5.196829202735421,37.036146902995526,57.74635882141827,39.10122170718462,0.30738385943601565,Retaining Wall,0,1.0230656324412024
19.386154191895905,17.324231886741693,43.44134463894946,46.22108425865204,14.460283331162321,0.8662217548376064,Geosynthetics,2,2.285146289967161
22.252576604151365,31.893304693800197,25.29666349330756,44.740887651069244,40.62193094635317,0.3831851719821011,Drainage,3,3.0
19.866689414247027,40.96696846819856,26.39989051316443,44.71019445313259,19.49312124431604,0.5619611711956284,Drainage,3,3.0
23.734232380816607,11.00248776919668,23.72521358529128,54.148372782408806,49.81099381982862,0.9476897348829513,Soil Nailing,1,0.8757606344971469
24.007018640112584,9.97436139875309,38.41804109066004,24.811836643777504,21.950267904506596,0.6517164375819664,Geosynthetics,2,1.7040609243352187
19.217209268734553,46.49416941075492,30.16403758559148,25.00460545969021,18.175719013125345,0.675716743925602,Retaining Wall,0,3.0
17.768277972350518,38.80167655201622,21.5673909721596,47.06069048524684,15.76471934790102,0.24856883716207534,Geosynthetics,2,3.0
20.92350328593362,31.54008203501353,41.873749787257005,21.43525685750637,34.63315934262664,0.6682951850279847,Soil Nailing,1,3.0
24.12363345616691,39.61340554981676,33.94179761756416,55.60100020739849,9.914948977438904,0.3938027441925013,Retaining Wall,0,3.0
17.106621890056665,24.29844625879873,28.277357300008894,36.7390862543443,47.91019467798374,0.9110424845996739,Drainage,3,2.549511097703556
21.229665835634826,39.1305086289107,28.599574401527423,25.006246404641587,18.244070538941173,0.12953884791057713,Soil Nailing,1,3.0
21.315602200925206,21.731134607354107,27.25628050477267,48.80499648449912,18.293027496731252,0.28564034966362806,Retaining Wall,0,2.450786004551028
22.33113022415281,15.984255762167106,31.387004309816046,25.616031493764805,7.07297430681766,0.06600072864221185,Retaining Wall,0,2.355498373951825
16.3156768512726,37.80560395818359,28.426042212203626,58.163915853593586,16.070788304310838,0.380903849170001,Geosynthetics,2,3.0
22.158249646820884,23.885253147077073,33.698657601765234,59.14946048624923,23.854071005430697,0.14837266615641098,Drainage,3,2.846132963492517
24.09032520665641,49.16196969467877,39.33793130678235,43.33981209830981,21.632287560089935,0.845143754462411,Soil Nailing,1,3.0
16.79683108870242,20.726833203864544,36.861532086109335,15.681694487511463,17.28589646462991,0.9250432019891829,Drainage,3,2.682062510720393
17.375433249238775,46.477733923897965,27.361422318852927,23.160442496664626,6.8334727027639195,0.6694256448047158,Soil Nailing,1,3.0
24.713950940416396,46.98331468551858,33.21852528849448,35.77084811080277,18.52616181225391,0.10333459998583927,Geosynthetics,2,3.0
16.809769527094897,15.883382617913576,41.003153997806265,52.57237250489908,40.0248922218404,0.3416308816224203,Retaining Wall,0,2.258570895858032
23.543850933695794,40.9199531714606,21.705155868568138,19.24432484710143,24.745652838926205,0.9644918923479391,Geosynthetics,2,3.0
19.922778564480346,24.48835273150543,21.95743167467262,15.220172950696616,18.08489064194211,0.13630122395950028,Soil Nailing,1,2.9603973208195806
17.47231074403177,46.28861272536566,33.90425170124384,13.723874159451778,18.7156460366581,0.5564893826227965,Drainage,3,3.0
23.707499012725116,25.255592268585747,35.97787820974508,35.348378118002344,29.949690942225537,0.35292947599556257,Retaining Wall,0,3.0
19.453052550026655,38.49366728018148,25.285325394397603,54.23504847973529,18.603170498258365,0.9991626121528618,Soil Nailing,1,3.0
20.148173539296902,26.013533412370904,38.630503167287955,12.117962132194616,33.385879393978755,0.285389064641812,Retaining Wall,0,3.0
18.592333693997656,15.251034007078529,36.156584426018185,20.616076699676732,49.52545311763018,0.04777226528344336,Retaining Wall,0,2.500275981936637
20.929508514349273,13.970755802510883,43.08223170590716,44.66285079197509,6.852937898921255,0.7021828148246675,Geosynthetics,2,2.035430055115909
16.63523872585023,24.14440374153555,24.223855046463417,51.29317175718577,12.59315400638159,0.32673933024410995,Soil Nailing,1,2.545600826341756
18.910815366517607,38.99725956563967,38.78435663395027,50.36997646495848,13.059839538006083,0.6575814339546229,Drainage,3,3.0
24.694123223352875,32.22821683313451,22.091077264581674,49.25340286601655,25.118164306940677,0.1046519868145146,Geosynthetics,2,3.0
17.581334327011277,35.98831804552445,34.132310237947436,16.489990040667,6.86384204240185,0.5230632009302512,Geosynthetics,2,3.0
21.56736664541292,17.70468578293741,33.797378487478646,29.861879109145924,26.488470998413252,0.3752315484026477,Geosynthetics,2,2.410813295916913
